Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Defaulter_Flag
109520,68,48,1,F,Single,105.8026452,0
147625,68,47,1,M,Single,237.0065584,0
110207,63,42,1,F,Single,34.08131785,0
122307,56,37,1,M,Married,346.4563025,1
139500,22,3,1,M,Single,1359.573132,1
165410,65,48,1,F,Married,147.7444072,0
184068,53,34,1,F,Married,477.1837723,1
151503,32,13,1,M,Married,307.2191317,1
150868,25,8,1,F,Single,602.1457063,1
130522,62,41,1,F,Single,463.944586,1
118753,58,41,1,F,Married,117.5921567,0
122762,62,45,1,F,Married,27.13439185,0
125364,20,1,1,M,Married,512.1821988,1
136921,70,52,1,F,Married,109.4343565,0
122543,20,3,1,M,Single,651.4197408,1
126224,58,39,1,M,Single,531.4576965,1
190604,68,48,1,F,Married,188.8429635,0
148198,23,6,1,M,Single,557.6682868,1
134164,22,4,1,M,Single,334.8882663,1
141639,66,45,1,F,Single,37.17363736,0
118470,27,10,1,F,Single,362.9964994,1
123081,49,30,1,F,Married,539.8117592,1
158991,16,0,1,M,Married,357.890352,1
129139,46,25,1,M,Single,331.0279696,1
133084,26,7,1,M,Married,335.2827816,1
192012,63,44,1,M,Single,262.1983443,0
190989,34,15,1,M,Single,735.1929055,1
153916,66,46,1,M,Married,405.6157569,1
118161,62,44,1,M,Single,351.5052862,1
121161,70,50,1,M,Single,296.9626966,0
179660,61,43,1,F,Single,125.3379165,0
134674,28,11,1,F,Married,374.7148925,1
136257,22,5,1,F,Single,534.4777431,1
149446,50,29,1,F,Single,357.7424259,1
191625,20,1,1,F,Single,235.5727989,0
122207,26,8,1,M,Single,481.3734693,1
176085,18,1,1,M,Single,1570.197729,1
177928,70,52,1,M,Married,190.0997216,0
165231,23,6,1,M,Single,801.8957989,1
158351,43,24,1,M,Single,475.7226569,1
166862,25,7,1,F,Single,865.1700498,1
185682,68,49,1,F,Married,33.34637246,0
161523,18,0,1,F,Married,258.6207438,0
188537,20,2,1,F,Single,475.6435642,1
189721,53,34,1,F,Married,289.3514634,0
154254,48,29,1,F,Married,342.4184844,1
176180,43,25,1,F,Married,439.646889,1
147951,67,48,1,M,Single,329.7247293,1
179759,19,0,1,M,Single,844.9966518,1
185134,59,42,1,F,Single,474.1468687,1
182616,49,32,1,M,Single,397.0559669,1
157449,23,4,1,M,Married,771.4163793,1
177835,55,35,1,M,Married,346.214594,1
161573,68,47,1,M,Single,44.93262419,0
171124,49,30,1,M,Married,307.6032853,1
125647,63,43,1,M,Married,118.1535711,0
180220,51,34,1,M,Married,417.171405,1
122017,62,43,1,F,Single,25.39965998,0
173823,20,3,1,F,Single,715.9079639,1
106553,54,35,1,M,Single,679.0530079,1
125222,65,46,1,F,Single,232.7596434,0
187245,30,11,1,M,Single,482.5174629,1
177032,56,36,1,M,Married,192.6799087,0
170878,20,1,1,F,Married,179.1249378,0
129163,67,50,1,F,Married,406.5367908,1
107555,20,1,1,M,Married,395.1330661,1
152324,68,50,1,M,Single,398.8494738,1
111541,21,3,1,M,Married,170.8080013,0
168352,25,7,1,M,Single,1265.254483,1
134503,19,1,1,F,Single,553.7473001,1
123127,62,43,1,F,Married,87.76790241,0
181186,17,0,1,F,Married,299.9273424,0
144808,54,37,1,M,Single,401.34274,1
136504,60,39,1,M,Married,65.4394601,0
195434,67,48,1,F,Single,16.53853704,0
131041,33,15,1,M,Single,707.7098739,1
184282,67,46,1,F,Single,340.8910535,1
189508,68,48,1,M,Married,276.9982494,0
127917,18,1,1,M,Single,526.7659998,1
157423,38,21,1,F,Married,205.6650527,0
117922,21,2,1,M,Married,891.5187959,1
125623,67,49,1,M,Single,414.2560905,1
166876,21,2,1,M,Married,207.011744,0
188422,46,27,1,F,Married,340.607225,1
169334,25,8,1,F,Married,415.5747896,1
155258,68,48,1,F,Married,71.4770177,0
163409,25,6,1,F,Married,279.9889923,0
163934,44,27,1,F,Single,372.644576,1
162638,41,24,1,F,Single,398.2594462,1
167408,24,7,1,F,Married,458.1587158,1
169456,44,27,1,F,Married,299.2104772,0
191401,54,36,1,F,Married,299.5314296,0
190961,45,27,1,M,Single,472.4328688,1
104552,49,28,1,F,Married,527.5459518,1
187229,64,43,1,F,Single,299.9230428,0
188570,41,24,1,F,Married,292.0494433,0
156221,48,29,1,F,Single,437.82145,1
142932,60,40,1,F,Married,554.8941047,1
176584,44,23,1,F,Married,525.0527842,1
183996,53,34,1,F,Married,503.0542024,1
177439,54,35,1,M,Married,230.9037288,0
118609,38,21,1,F,Single,404.2819242,1
108222,45,25,1,F,Married,295.0005078,0
106047,62,42,1,M,Married,555.6005312,1
131121,70,53,1,F,Single,153.1615919,0
101768,18,1,1,M,Single,463.3050457,1
144597,47,26,1,F,Married,360.0556483,1
155038,49,31,1,F,Married,127.9555841,0
134528,70,51,1,F,Married,32.84523715,0
155174,23,6,1,F,Single,648.6773297,1
128850,62,41,1,M,Married,56.4476765,0
171597,66,45,1,M,Married,49.35555095,0
141659,35,15,1,F,Single,354.4909509,1
108864,26,9,1,M,Single,384.8792499,1
102921,22,4,1,F,Single,268.6718533,0
103807,65,45,1,M,Married,218.8769746,0
160977,59,41,1,M,Single,419.1877776,1
135934,61,43,1,M,Single,89.22649655,0
120212,69,49,1,F,Married,230.589839,0
147154,58,41,1,M,Single,458.3461769,1
148155,66,49,1,F,Married,499.0903996,1
107649,25,8,1,M,Single,712.2418496,1
190257,51,31,1,F,Married,314.6486414,1
126775,25,8,1,F,Single,495.0498383,1
103126,55,38,1,F,Single,437.5486569,1
192373,41,21,1,M,Married,350.5732049,1
145469,23,6,1,M,Married,379.0887054,1
162919,51,33,1,M,Single,468.1149602,1
181851,67,48,1,F,Single,136.6655437,0
162069,38,18,1,M,Married,690.219118,1
118355,44,26,1,F,Married,234.4652252,0
190643,64,46,1,F,Married,228.1717927,0
154356,52,33,1,M,Married,561.5039553,1
142416,67,50,1,F,Single,130.5786189,0
177475,16,0,1,F,Single,516.8054766,1
108669,17,0,1,F,Married,806.8782918,1
192867,62,43,1,M,Married,284.6270671,0
199634,62,45,1,M,Single,266.4859016,0
171178,53,35,1,F,Married,471.5150074,1
188454,31,14,1,F,Single,343.1756364,1
170617,37,20,1,M,Married,470.1173279,1
190380,23,4,1,F,Married,291.9627918,0
109637,51,33,1,M,Single,437.1309872,1
154536,37,19,1,F,Single,416.9465298,1
106999,65,45,1,F,Married,153.1137653,0
199525,23,6,1,F,Married,138.2124308,0
165243,61,40,1,F,Married,92.94404984,0
195412,53,34,1,F,Married,175.2074655,0
188569,26,5,1,M,Married,738.1112479,1
150790,70,50,1,M,Married,153.752197,0
106064,38,19,1,F,Married,310.9397719,1
139097,19,2,1,F,Single,279.4165022,0
115865,46,29,1,F,Married,328.9045117,1
132569,70,52,1,F,Single,385.0208974,1
121376,70,52,1,M,Married,157.3571743,0
194779,52,33,1,M,Single,815.6127623,1
173775,37,16,1,M,Married,665.0776527,1
110036,70,50,1,F,Single,392.2734468,1
114263,55,35,1,M,Single,389.3103123,1
163522,49,32,1,F,Married,319.7251844,1
171670,58,40,1,F,Single,430.3296192,1
132302,54,36,1,F,Single,487.8492932,1
124158,23,5,1,F,Married,236.5676919,0
187351,22,4,1,M,Married,197.9124841,0
180841,19,0,1,F,Married,276.5807741,0
195900,68,48,1,M,Married,39.12363354,0
134977,18,0,1,M,Married,279.8615512,0
128818,50,29,1,F,Single,465.7864789,1
193479,65,46,1,M,Married,434.7234839,1
118961,63,46,1,M,Married,216.8897072,0
169432,64,44,1,M,Married,67.08095282,0
148888,39,20,1,M,Single,862.1750525,1
192887,25,6,1,F,Single,647.6694226,1
141991,37,18,1,M,Married,400.3321226,1
138771,33,15,1,F,Single,694.5450764,1
194536,55,38,1,F,Married,111.8798755,0
174940,22,3,1,F,Single,240.0029509,0
136647,58,38,1,F,Married,386.1270382,1
191041,67,50,1,M,Married,93.51562689,0
132110,30,9,1,F,Single,601.3926631,1
105086,39,20,1,F,Single,365.7417475,1
129371,37,18,1,F,Married,298.7168796,0
187892,67,50,1,F,Married,227.2721222,0
194535,41,23,1,M,Single,447.7009575,1
115124,40,19,1,F,Single,471.3562274,1
128196,16,0,1,M,Single,789.2221205,1
126686,22,5,1,M,Single,437.3787493,1
147704,63,42,1,M,Married,581.0593991,1
131627,24,5,1,F,Single,481.1598112,1
194131,70,52,1,F,Married,269.810358,0
148533,68,51,1,M,Married,59.01522562,0
180505,56,39,1,M,Married,353.2470892,1
138868,61,43,1,M,Married,348.6501515,1
195135,60,39,1,M,Single,187.5124909,0
103717,64,47,1,M,Single,212.3076172,0
150800,28,11,1,M,Single,297.3944661,0
191480,50,32,1,M,Single,463.4877059,1
179314,43,22,1,M,Married,356.3656226,1
172647,62,45,1,F,Married,30.93276225,0
167595,57,39,1,M,Married,693.878229,1
186723,57,38,1,F,Married,142.7516263,0
104070,40,20,1,M,Married,502.6195503,1
188873,49,32,1,M,Married,337.6150066,1
143537,61,42,1,F,Married,88.79955695,0
154595,64,43,1,M,Single,455.0087752,1
196040,41,22,1,F,Married,346.4537728,1
172397,62,42,1,M,Married,445.5511262,1
125626,37,17,1,F,Married,518.1264247,1
171112,63,45,1,M,Married,367.0996594,1
139511,31,13,1,M,Married,320.5519106,1
126611,41,20,1,M,Single,487.0448096,1
125227,20,2,1,M,Married,473.0586347,1
126025,39,20,1,M,Married,242.4366585,0
126266,22,4,1,F,Single,569.1210983,1
118850,23,6,1,F,Single,641.6075399,1
122822,65,46,1,M,Married,41.68772747,0
103598,60,39,1,F,Married,148.1725629,0
153135,57,40,1,M,Married,408.8901347,1
129904,38,18,1,F,Married,576.2550331,1
115899,69,51,1,M,Single,161.4972836,0
104135,68,48,1,F,Married,122.8164329,0
178290,66,49,1,M,Single,146.5715444,0
158539,18,0,1,F,Single,518.0761387,1
119194,36,18,1,F,Single,241.2948785,0
162109,24,6,1,M,Married,496.7009686,1
168515,28,10,1,F,Married,320.0403218,1
182642,26,7,1,M,Single,563.268251,1
159604,69,51,1,F,Married,125.8350503,0
172921,29,10,1,F,Married,107.4184383,0
167737,40,19,1,M,Married,207.3153847,0
168735,33,12,1,M,Single,919.4340912,1
144054,22,4,1,F,Married,190.6377645,0
188684,44,27,1,F,Single,379.1966162,1
162680,32,12,1,M,Single,502.0650609,1
160694,19,2,1,F,Single,271.8929537,0
182683,33,12,1,F,Married,287.4214409,0
123788,69,52,1,F,Single,234.7357156,0
118035,28,7,1,F,Married,356.4938337,1
109043,25,8,1,M,Single,440.5874752,1
171682,26,6,1,F,Single,481.2460799,1
198754,61,43,1,M,Married,178.9945855,0
121786,28,7,1,M,Single,411.2520222,1
109803,57,36,1,F,Married,444.5948574,1
113169,36,15,1,F,Married,249.9467293,0
129655,69,50,1,M,Single,161.9476996,0
129748,22,5,1,F,Single,680.9239433,1
145566,50,32,1,F,Married,308.5023481,1
122069,18,0,1,F,Married,429.1487774,1
131359,22,5,1,M,Single,800.9309908,1
186769,65,46,1,M,Single,377.6421689,1
113032,20,3,1,M,Single,606.0372524,1
194825,70,51,1,F,Single,343.2685172,1
154404,63,42,1,F,Single,365.7762262,1
173862,49,29,1,M,Single,531.0568631,1
186245,17,0,1,M,Married,256.3104419,0
198629,23,5,1,M,Married,651.9069317,1
181463,57,40,1,F,Single,402.0108039,1
168122,37,19,1,F,Single,589.0525916,1
102648,25,7,1,M,Married,364.522933,1
133783,26,6,1,M,Single,491.4299422,1
158802,44,24,1,F,Married,188.8398295,0
140768,27,10,1,M,Single,430.1199309,1
172954,26,5,1,F,Married,349.4050007,1
103861,35,17,1,M,Single,499.0115671,1
156007,46,28,1,M,Married,630.5057856,1
176790,65,44,1,M,Married,479.8133205,1
190221,23,6,1,F,Single,536.4084716,1
154226,26,8,1,F,Single,306.6197955,1
187674,47,27,1,M,Single,434.40134,1
170979,69,48,1,F,Married,119.6500676,0
147124,61,41,1,M,Married,526.2793522,1
160027,53,36,1,F,Married,297.5190349,0
120525,69,48,1,F,Single,30.84570505,0
125091,22,3,1,F,Single,191.7527247,0
190579,66,48,1,M,Married,62.86831105,0
145597,31,11,1,M,Married,664.0535613,1
141782,68,49,1,F,Single,75.69629415,0
136917,16,0,1,F,Married,223.813659,0
116477,44,24,1,F,Married,326.6636811,1
132995,51,33,1,F,Single,462.2505406,1
152775,21,4,1,M,Single,460.4609532,1
125754,25,6,1,M,Single,570.7708186,1
110397,70,49,1,F,Married,148.5966606,0
145466,68,47,1,M,Single,230.9517193,0
183541,25,6,1,M,Married,546.4265523,1
111575,23,6,1,M,Married,293.4321973,0
165488,62,43,1,F,Married,599.9778705,1
170272,24,6,1,F,Married,493.9555063,1
172312,62,44,1,F,Married,544.9158279,1
182862,33,16,1,M,Single,397.8918445,1
137693,31,12,1,M,Single,727.8923199,1
147414,52,31,1,F,Married,511.9886291,1
148145,69,50,1,F,Married,383.0844977,1
171418,43,22,1,M,Married,361.1706404,1
171097,52,31,1,M,Single,404.8567609,1
189808,62,44,1,M,Single,169.0810077,0
189714,28,10,1,M,Single,564.3810046,1
160960,46,25,1,M,Married,390.0515833,1
116370,27,10,1,M,Single,722.4834937,1
195594,43,26,1,M,Married,592.2871812,1
120787,68,49,1,F,Single,313.0465443,1
177349,70,49,1,F,Single,194.4767543,0
164077,27,6,1,M,Single,546.8137954,1
139695,62,41,1,M,Single,91.22254626,0
130529,17,0,1,F,Single,350.7660344,1
185847,67,47,1,M,Single,738.0077268,1
114658,44,27,1,F,Single,452.5516079,1
180190,51,31,1,M,Married,312.0653155,1
189575,48,30,1,M,Single,461.7150312,1
116416,58,38,1,M,Single,214.1358992,0
102337,41,20,1,M,Single,496.6251555,1
134796,61,41,1,M,Single,236.6978813,0
113159,22,5,1,F,Single,668.9781664,1
128550,67,50,1,M,Single,102.0728666,0
194468,31,12,1,M,Married,324.8298627,1
191415,42,24,1,M,Married,409.9283918,1
153534,16,0,1,F,Single,272.0139319,0
132958,61,44,1,M,Single,414.6447652,1
178003,43,25,1,F,Married,333.9538906,1
172391,30,11,1,M,Single,513.8387199,1
140156,42,22,1,F,Single,403.70609,1
129185,42,25,1,F,Married,471.8190516,1
153328,34,17,1,F,Married,313.033365,1
188689,40,19,1,F,Married,358.5975643,1
127032,64,47,1,F,Married,270.2730694,0
175816,32,15,1,M,Single,511.4659889,1
198747,41,24,1,M,Single,514.2098312,1
174661,38,19,1,F,Married,303.1201775,1
128822,21,3,1,M,Married,250.099125,0
138623,21,3,1,M,Married,454.6213775,1
100710,65,46,1,F,Single,345.7533158,1
128360,64,44,1,F,Married,221.2919568,0
177850,19,0,1,F,Married,228.2167881,0
116999,54,34,1,M,Married,361.4416937,1
132143,58,39,1,M,Married,344.8105362,1
126188,17,0,1,F,Married,381.7838871,1
163501,19,1,1,F,Married,390.682358,1
196657,66,45,1,M,Single,101.6847135,0
131890,70,51,1,M,Married,300.1399029,1
196710,60,39,1,F,Single,44.73706716,0
116097,63,46,1,M,Married,136.7283326,0
183570,22,4,1,F,Married,107.8775639,0
149545,29,9,1,M,Single,665.9491438,1
199698,64,43,1,F,Married,52.51168524,0
196524,56,38,1,F,Married,300.2605517,1
145440,39,22,1,M,Married,153.61885,0
183366,52,33,1,F,Married,181.8773342,0
150533,67,48,1,F,Single,280.9848214,0
143559,57,40,1,M,Married,625.2493695,1
164071,58,37,1,M,Married,187.4003044,0
157802,64,43,1,F,Married,375.1662201,1
181116,22,5,1,M,Married,693.4669374,1
101613,21,2,1,F,Married,343.4349944,1
142244,53,36,1,F,Single,374.7773463,1
175844,24,6,1,F,Married,369.0963317,1
160518,26,6,1,F,Married,382.1026866,1
146817,47,30,1,F,Single,453.0462645,1
186803,19,0,1,M,Single,835.5043575,1
111215,63,46,1,M,Married,243.7608577,0
137648,50,29,1,F,Married,587.8910956,1
196800,16,0,1,M,Married,169.8362524,0
180015,49,31,1,M,Single,165.6043454,0
187305,57,36,1,M,Married,375.2039276,1
187736,70,53,1,M,Single,99.29601274,0
121413,30,13,1,M,Married,416.8568223,1
117158,66,46,1,M,Single,169.0761351,0
120834,30,9,1,M,Married,387.4435732,1
140706,66,49,1,M,Married,152.1838825,0
196877,56,36,1,F,Married,369.2066993,1
158910,68,47,1,F,Single,101.120868,0
113860,67,47,1,M,Single,98.11645572,0
189856,36,17,1,M,Single,480.0813937,1
195144,70,51,1,M,Single,523.5559353,1
193950,68,51,1,M,Married,283.7470142,0
142228,16,0,1,F,Married,236.5629119,0
172662,19,0,1,F,Single,703.098246,1
149102,19,0,1,F,Single,514.3464743,1
114383,20,3,1,M,Married,459.9911635,1
119492,16,0,1,F,Married,258.3328842,0
121846,68,51,1,F,Married,70.30320012,0
193059,16,0,1,M,Married,194.9484606,0
139789,23,4,1,F,Single,561.8599305,1
127866,33,15,1,M,Married,346.9535288,1
158610,69,49,1,F,Married,150.6347241,0
171964,52,31,1,M,Married,353.6364025,1
117770,20,2,1,F,Married,178.225309,0
113082,27,6,1,M,Single,466.0522963,1
101257,70,49,1,M,Married,365.7364661,1
141628,22,4,1,F,Married,318.7108563,1
144657,16,0,1,M,Married,457.1441353,1
133556,23,5,1,F,Single,1069.470213,1
133148,69,51,1,F,Single,220.8134293,0
115652,51,34,1,F,Married,209.161744,0
190592,37,17,1,F,Single,459.278839,1
125351,39,22,1,M,Married,352.218165,1
184161,26,7,1,F,Married,346.2011049,1
184395,36,19,1,M,Single,444.0920771,1
199301,21,3,1,F,Single,584.4584795,1
158931,39,19,1,F,Married,339.6011591,1
148130,47,28,1,M,Single,342.6143104,1
148560,66,49,1,F,Married,34.99649779,0
196111,19,1,1,M,Single,660.0792756,1
159312,44,27,1,F,Single,688.1702964,1
123025,24,5,1,F,Single,426.2893605,1
125564,51,31,1,M,Single,600.436007,1
102121,39,20,1,M,Married,320.0088665,1
171301,38,17,1,F,Married,150.128075,0
137377,44,26,1,M,Single,426.8421815,1
136071,61,40,1,M,Married,89.43264583,0
186647,41,23,1,F,Married,285.0448892,0
100633,67,49,1,M,Married,354.8619578,1
196322,20,3,1,F,Married,295.8795577,0
175527,32,13,1,M,Married,626.3597611,1
121480,20,3,1,F,Single,413.5916968,1
121362,61,44,1,M,Single,328.9980029,1
158855,19,1,1,F,Married,488.2883074,1
180944,23,5,1,F,Single,728.0642984,1
109713,58,39,1,M,Single,416.3768884,1
180890,55,38,1,F,Single,404.8388241,1
113494,62,42,1,F,Single,186.6485083,0
112411,43,25,1,F,Married,247.6518147,0
107331,17,0,1,F,Single,847.5286139,1
156093,64,45,1,M,Married,184.7351579,0
166857,68,50,1,F,Single,408.4515225,1
122013,41,23,1,F,Single,137.5378909,0
111072,53,36,1,M,Single,259.8909694,0
123972,32,12,1,F,Single,425.2124819,1
177825,30,9,1,M,Single,401.3427019,1
178441,19,0,1,F,Single,690.3083206,1
163337,42,21,1,F,Single,380.8165241,1
127481,36,18,1,M,Married,393.2955575,1
156322,62,41,1,F,Single,369.8815672,1
110313,64,45,1,M,Married,276.7748308,0
100868,25,8,1,F,Single,342.6650991,1
156774,47,28,1,F,Single,376.5497194,1
102779,67,47,1,M,Single,306.2881697,1
195840,39,22,1,M,Single,424.411475,1
101711,21,4,1,F,Married,432.2491717,1
135832,27,10,1,F,Married,221.1329875,0
160873,65,44,1,F,Single,283.9687422,0
116970,25,8,1,M,Married,279.6556808,0
189757,67,50,1,F,Single,480.3987095,1
196688,25,7,1,M,Single,1380.915346,1
125452,58,38,1,F,Married,308.233244,1
154741,55,35,1,F,Married,333.633504,1
177527,35,17,1,M,Married,347.1522303,1
136616,17,0,1,F,Married,266.0062224,0
136520,60,40,1,M,Married,285.1038637,0
179151,20,1,1,M,Single,895.8877575,1
123654,18,0,1,F,Married,728.1487947,1
144545,61,44,1,M,Married,90.01448314,0
156108,17,0,1,F,Married,270.6146732,0
185584,39,21,1,F,Married,156.5256279,0
178376,22,4,1,M,Married,724.7811444,1
150779,64,47,1,F,Married,245.6001242,0
143177,50,30,1,F,Married,274.564189,0
148702,66,49,1,M,Married,318.1532303,1
142070,47,26,1,F,Married,321.5142862,1
185159,68,50,1,M,Single,236.5013685,0
122221,17,0,1,F,Single,424.7723034,1
125904,68,47,1,M,Married,29.78216176,0
118385,39,18,1,M,Married,600.7874896,1
177720,43,22,1,M,Married,389.3255588,1
122934,62,44,1,M,Married,57.34341336,0
115630,32,13,1,M,Single,616.0345533,1
194418,65,46,1,F,Married,128.3992407,0
185565,31,12,1,M,Single,820.9288721,1
186797,70,50,1,M,Single,97.8872245,0
196925,47,29,1,M,Married,422.1639047,1
189192,46,29,1,M,Married,201.6782523,0
167501,28,8,1,M,Single,747.8135443,1
138715,43,23,1,F,Married,289.315993,0
175052,65,44,1,M,Married,201.5901302,0
108870,40,23,1,F,Married,197.7098654,0
153419,63,43,1,F,Married,115.7704846,0
148374,28,10,1,F,Married,179.0536986,0
145004,60,43,1,M,Single,68.2247322,0
107329,68,51,1,F,Married,116.4833382,0
115142,25,6,1,M,Single,512.9049801,1
144335,64,44,1,F,Married,235.6730053,0
127200,32,13,1,F,Single,447.2109481,1
128942,19,1,1,M,Married,238.3462253,0
136351,39,21,1,F,Single,739.0265466,1
146649,20,2,1,M,Single,351.7077018,1
186175,70,53,1,M,Single,251.1951899,0
131374,25,7,1,M,Married,1208.666417,1
153172,66,47,1,M,Married,35.42012774,0
104313,47,27,1,F,Married,329.280977,1
123059,36,18,1,M,Single,459.9861188,1
193904,60,41,1,M,Married,46.42128042,0
180267,27,10,1,F,Single,242.2763623,0
172754,60,39,1,M,Married,117.4743023,0
189047,68,51,1,M,Married,152.8376727,0
190565,43,24,1,F,Married,436.6028495,1
181437,31,10,1,M,Single,246.6193297,0
145394,56,38,1,F,Married,322.4044828,1
188884,17,0,1,F,Single,350.3614044,1
180972,65,46,1,F,Single,147.1745904,0
188629,32,14,1,F,Single,372.8808668,1
176016,22,3,1,F,Married,329.1457386,1
149456,52,35,1,F,Married,329.647359,1
184675,67,50,1,M,Married,221.5471761,0
157711,28,11,1,M,Married,537.3045231,1
143665,47,27,1,M,Single,402.2915712,1
121485,48,30,1,F,Single,340.8082596,1
171769,43,26,1,F,Married,334.6358125,1
124926,57,36,1,M,Married,148.2439976,0
190404,25,6,1,F,Single,757.8709012,1
125093,43,26,1,F,Married,410.2660657,1
163832,70,53,1,F,Married,98.22413289,0
148118,69,52,1,F,Single,407.7675108,1
110395,70,53,1,F,Married,63.34173415,0
116276,25,8,1,M,Single,394.2728194,1
103588,43,24,1,F,Single,480.6784621,1
187857,70,49,1,M,Single,179.8226162,0
189771,23,5,1,M,Single,225.4107538,0
135237,29,9,1,M,Single,456.8106223,1
